Filename;Filetype;DTX_VERSION;Width;Height;Mipmaps Used;DTX Flags;DTX_PREFER4444;DTX_NOSYSCACHE;DTX_SECTIONSFIXED;DTX_MIPSALLOCED;DTX_PREFER16BIT;DTX_FULLBRITE;DTX_LUMBUMPMAP;DTX_BUMPMAP;DTX_CUBEMAP;DTX_32BITSYSCOPY;DTX_PREFER5551;Unknown;Surface Flag;Texture Group;BPP;Non S3TC Offset;UI Mipmap Offset;Texture Priority;Detail Scale;Detail Angle;Command String;Light String
TEX\STONE\ST15\ST0748.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST15\ST0749.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST15\ST0780.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0018.dtx;
TEX\STONE\ST15\ST0781.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0018.dtx;
TEX\STONE\ST15\ST0782.DTX;0;DTX_VERSION_LT2;128;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0018.dtx;
TEX\STONE\ST15\ST0783.DTX;0;DTX_VERSION_LT2;128;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0018.dtx;
TEX\STONE\ST15\ST0784.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST15\ST0786.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST15\ST0787.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0018.dtx;
TEX\STONE\ST15\ST0788.DTX;0;DTX_VERSION_LT2;256;512;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0007.dtx;
TEX\STONE\ST15\ST0789.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0007.dtx;
TEX\STONE\ST15\ST0790.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST15\ST0791.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST15\ST0792.DTX;0;DTX_VERSION_LT2;128;64;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST15\ST0793.DTX;0;DTX_VERSION_LT2;128;512;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST15\ST0794.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST15\ST0795.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST15\ST0796.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;1;1;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST15\ST0797.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST15\ST0798.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST15\ST0799.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST15\ST0800.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST16\ST0801.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST16\ST0802.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST16\ST0803.DTX;0;DTX_VERSION_LT2;128;32;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST16\ST0804.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST16\ST0805.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST16\ST0806.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST16\ST0807.DTX;0;DTX_VERSION_LT2;128;32;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST16\ST0808.DTX;0;DTX_VERSION_LT2;128;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST16\ST0810.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST16\ST0812.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0015.dtx;
TEX\STONE\ST16\ST0814.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0015.dtx;
TEX\STONE\ST16\ST0815.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0015.dtx;
TEX\STONE\ST16\ST0821.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST16\ST0822.DTX;0;DTX_VERSION_LT2;128;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0018.dtx;
TEX\STONE\ST16\ST0823.DTX;0;DTX_VERSION_LT2;128;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0018.dtx;
TEX\STONE\ST16\ST0824.DTX;0;DTX_VERSION_LT2;64;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0018.dtx;
TEX\STONE\ST16\ST0825.DTX;0;DTX_VERSION_LT2;128;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0018.dtx;
TEX\STONE\ST16\ST0826.DTX;0;DTX_VERSION_LT2;128;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0018.dtx;
TEX\STONE\ST16\ST0827.DTX;0;DTX_VERSION_LT2;64;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0018.dtx;
TEX\STONE\ST16\ST0828.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0018.dtx;
TEX\STONE\ST16\ST0831.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0022.dtx;
TEX\STONE\ST16\ST0835.DTX;0;DTX_VERSION_LT2;128;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST16\ST0836.DTX;0;DTX_VERSION_LT2;128;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST16\ST0837.DTX;0;DTX_VERSION_LT2;128;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST16\ST0838.DTX;0;DTX_VERSION_LT2;256;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST16\ST0840.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl00001.dtx;
TEX\STONE\ST16\ST0841.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl00001.dtx;
TEX\STONE\ST16\ST0842.DTX;0;DTX_VERSION_LT2;128;64;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST16\ST0843.DTX;0;DTX_VERSION_LT2;256;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx; 
TEX\STONE\ST16\ST0844.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx; 
TEX\STONE\ST16\ST0845.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx; 
TEX\STONE\ST16\ST0847.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST16\ST0848.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST16\ST0849.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;1;1;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST16\ST0850.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;1;1;0;5.0;0;Detailtex Tex\DetailTex\Dtl0015.dtx;
TEX\STONE\ST17\ST0851.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;1;1;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0852.DTX;0;DTX_VERSION_LT2;256;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;1;1;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0853.DTX;0;DTX_VERSION_LT2;256;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;1;1;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0854.DTX;0;DTX_VERSION_LT2;256;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;1;1;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0855.DTX;0;DTX_VERSION_LT2;256;64;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;1;1;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0856.DTX;0;DTX_VERSION_LT2;512;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;1;1;0;3.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0857.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;1;1;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0858.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0859.DTX;0;DTX_VERSION_LT2;256;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0860.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0861.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST17\ST0862.DTX;0;DTX_VERSION_LT2;256;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST17\ST0863.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0025.dtx;
TEX\STONE\ST17\ST0864.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;80;1;BPP_32;0;0;0;5.0;0;"AlphaRef 96; Detailtex Tex\DetailTex\Dtl0009.dtx;";
TEX\STONE\ST17\ST0867.DTX;0;DTX_VERSION_LT2;128;64;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0868.DTX;0;DTX_VERSION_LT2;128;64;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0869.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0870.DTX;0;DTX_VERSION_LT2;16;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0871.DTX;0;DTX_VERSION_LT2;32;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0872.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;1;1;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0873.DTX;0;DTX_VERSION_LT2;256;256;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;1;1;0;5.0;0;Detailtex Tex\DetailTex\Dtl0009.dtx;
TEX\STONE\ST17\ST0874.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0022.dtx;
TEX\STONE\ST17\ST0876.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;11;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0022.dtx;
TEX\STONE\ST17\ST0878.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0022.dtx;
TEX\STONE\ST17\ST0879.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0022.dtx;
TEX\STONE\ST17\ST0880.DTX;0;DTX_VERSION_LT2;32;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0022.dtx;
TEX\STONE\ST17\ST0881.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0022.dtx;
TEX\STONE\ST17\ST0882.DTX;0;DTX_VERSION_LT2;128;128;4;'0000101000000001;;;DTX_SECTIONSFIXED ;;DTX_PREFER16BIT ;;;;;;DTX_PREFER5551 ;0;10;1;BPP_S3TC_DXT1;0;0;0;3.0;0;Detailtex Tex\DetailTex\Dtl0022.dtx;
