Filename;Filetype;DTX_VERSION;Width;Height;Mipmaps Used;DTX Flags;DTX_PREFER4444;DTX_NOSYSCACHE;DTX_SECTIONSFIXED;DTX_MIPSALLOCED;DTX_PREFER16BIT;DTX_FULLBRITE;DTX_LUMBUMPMAP;DTX_BUMPMAP;DTX_CUBEMAP;DTX_32BITSYSCOPY;DTX_PREFER5551;Unknown;Surface Flag;Texture Group;BPP;Non S3TC Offset;UI Mipmap Offset;Texture Priority;Detail Scale;Detail Angle;Command String;Light String
ATTACHMENTS\SKINS\BARON_ACTION_HAT.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\BARON_FORMAL_HAT.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\BROOM.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\CIGARETTE.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\COSMONAUT_ACTION_HELMET.DTX;0;DTX_VERSION_LT2;128;128;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT5;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\COVERALL_ATTACHMENTS.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_8P;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\DISGUISE.DTX;0;DTX_VERSION_LT2;128;128;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_32;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\FEATHERDUSTER.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\FEMALEGLASSES.DTX;0;DTX_VERSION_LT2;64;64;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_32;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\FROGMAN_ACTION_GEAR.DTX;0;DTX_VERSION_LT2;128;128;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_32;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\GERMAN_ACTION_ATTACHMENTS.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\GERMAN_CASUAL_HAIR.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT5;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\HEADSET.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\HELI_A1.DTX;0;DTX_VERSION_LT2;16;16;1;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;0;BPP_32;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\HELI_A2.DTX;0;DTX_VERSION_LT2;16;16;1;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;0;BPP_32;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\HERO_SCUBA_GEAR.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_8P;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\LILY.DTX;0;DTX_VERSION_LT2;128;128;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;73;3;BPP_32;0;0;0;0.0;0;alpharef 96;
ATTACHMENTS\SKINS\MONKEYMASK.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;30;0;BPP_32;0;0;0;5.0;0;Detailtex Tex\DetailTex\Dtl0007.dtx;
ATTACHMENTS\SKINS\MOROCCANAGENT_ACTION_FEZ.DTX;0;DTX_VERSION_LT2;128;128;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\NERD_GLASSES.DTX;0;DTX_VERSION_LT2;64;64;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_8P;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\OVERCOATAGENT_ACTION_HAT.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_8P;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\PARACHUTE.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\PARATROOPER_GOGGLES.DTX;0;DTX_VERSION_LT2;64;64;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_8P;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\PILOT_HAT.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\RAG.DTX;0;DTX_VERSION_LT2;64;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\STASIGUARD_ACTION_HAT.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
ATTACHMENTS\SKINS\TRAINCONDUCTERHAT.DTX;0;DTX_VERSION_LT2;64;64;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\BARON_ACTION.DTX;0;DTX_VERSION_LT2;512;512;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\BARON_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT3;1;0;0;0.0;0;;
CHARS\SKINS\BARON_FORMAL.DTX;0;DTX_VERSION_LT2;512;512;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\BARON_FORMAL_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT3;1;0;0;0.0;0;;
CHARS\SKINS\BARONESS_ACTION.DTX;0;DTX_VERSION_LT2;512;512;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\BARONESS_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\BARONESS_WINTER.DTX;0;DTX_VERSION_LT2;512;512;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\BARONESS_WINTER_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\BUTLER_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\BUTLER_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\COSMONAUT_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\COSMONAUT_ACTION_BLUE.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000001;;;DTX_SECTIONSFIXED ;;;;;;;;DTX_PREFER5551 ;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\COSMONAUT_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\COSMONAUT_ACTION_HEAD1.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\COSMONAUT_ACTION_HEAD2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\COSMONAUT_ACTION_HEAD3.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\DOCKGUARD_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\DOCKGUARD_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\DOCKGUARD_ACTION_HEAD1.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\DOCKGUARD_ACTION_HEAD2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\DOCKGUARD_STYLE2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\DOCKGUARD_STYLE2_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\DOCKGUARD_STYLE2_HEAD1.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\DOCKGUARD_STYLE2_HEAD2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\DOCTOR_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\DOCTOR_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT3;0;0;0;0.0;0;;
CHARS\SKINS\DOG_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\ELITEASIAN_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_32;0;0;0;0.0;0;;
CHARS\SKINS\ELITEASIAN_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\ELITEBLACK_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32;0;0;0;0.0;0;;
CHARS\SKINS\ELITEBLACK_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_32;0;0;0;0.0;0;;
CHARS\SKINS\ELITEWHITE_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_32;0;0;0;0.0;0;;
CHARS\SKINS\ELITEWHITE_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\EUROAGENT_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\EUROAGENT_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\EUROAGENT_ACTION_HEAD1.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\EUROAGENT_ACTION_HEAD2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_ACTION_HEAD2.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_ACTION_HEAD3.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_ACTION_HEAD4.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_ACTION_HEAD5.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_ACTION_STYLE2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_ACTION_STYLE3.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_ACTION_STYLE4.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_ACTION_STYLE5.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_FORMAL.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_FORMAL_BLK.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_FORMAL_GREEN.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_FORMAL_HEAD.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_FORMAL_HEAD1.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_FORMAL_HEAD2.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_FORMAL_HEAD3.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_FORMAL_HEAD4.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_FORMAL_PINK.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_FORMAL_TAN.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_LOWRANK.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_32;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_LOWRANK_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_32;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_STYLE2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_STYLE2_HEAD.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_STYLE4.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_STYLE4_HEAD.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_WINTER.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_WINTER_HEAD.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FEMALEBYSTANDER_WINTER_YELLOW.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FROGMAN_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\FROGMAN_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\FROGMAN_ACTION_HEAD1.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\FROGMAN_ACTION_HEAD2.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\GERMAN_ACTION.DTX;0;DTX_VERSION_LT2;512;512;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT3;1;0;0;0.0;0;;
CHARS\SKINS\GERMAN_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\GERMAN_CASUAL.DTX;0;DTX_VERSION_LT2;512;512;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\GERMAN_CASUAL_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\HARMGUARD_ACTION.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\HARMGUARD_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\HELICOPTER_ACTION.DTX;0;DTX_VERSION_LT2;512;512;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;3;BPP_32;1;1;0;0.0;0;;
CHARS\SKINS\HELICOPTER_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;512;512;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;3;BPP_S3TC_DXT5;1;1;0;0.0;0;;
CHARS\SKINS\HELICOPTER_WINTER.DTX;0;DTX_VERSION_LT2;512;512;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;3;BPP_32;1;1;0;0.0;0;;
CHARS\SKINS\HELICOPTER_WINTER_HEAD.DTX;0;DTX_VERSION_LT2;512;512;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;3;BPP_S3TC_DXT5;1;1;0;0.0;0;;
CHARS\SKINS\HERO_ACTION.DTX;0;DTX_VERSION_LT2;512;512;4;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\HERO_ACTION_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\HERO_CASUAL.DTX;0;DTX_VERSION_LT2;512;512;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;1;0;0;0.0;0;;
CHARS\SKINS\HERO_CASUAL_HEAD.DTX;0;DTX_VERSION_LT2;256;256;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
CHARS\SKINS\HERO_CASUAL_NUDE.DTX;0;DTX_VERSION_LT2;128;128;4;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;3;BPP_S3TC_DXT1;0;0;0;0.0;0;;
